CallingFile,CallingLineNumber,CallingMethod,CurlCommand,RequestMethod,RequestPath,Timestamp
C:\GitHub\MarkHazleton\sandbox\GarageSpark\Services\ApiService.cs,36,GetWeatherAsync,"curl -H ""X-Correlation-ID: a2bd7eb2-dbb1-41f0-a293-a2d7305e13fa"" -H ""User-Agent: GarageSpark/1.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://api.openweathermap.org/data/2.5/weather?q=London&appid=demo&units=metric""",GET,https://api.openweathermap.org/data/2.5/weather?q=London&appid=demo&units=metric,07/12/2025 00:20:02
C:\GitHub\MarkHazleton\sandbox\GarageSpark\Services\ApiService.cs,36,GetWeatherAsync,"curl -H ""X-Correlation-ID: 7413fba7-6844-4a6c-8038-d98029ef4b4f"" -H ""User-Agent: GarageSpark/1.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://api.openweathermap.org/data/2.5/weather?q=London&appid=demo&units=metric""",GET,https://api.openweathermap.org/data/2.5/weather?q=London&appid=demo&units=metric,07/12/2025 00:20:06
C:\GitHub\MarkHazleton\sandbox\GarageSpark\Services\ApiService.cs,36,GetWeatherAsync,"curl -H ""X-Correlation-ID: 6d7e8573-a2a3-411f-8be7-b956ae695009"" -H ""User-Agent: GarageSpark/1.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://api.openweathermap.org/data/2.5/weather?q=London&appid=demo&units=metric""",GET,https://api.openweathermap.org/data/2.5/weather?q=London&appid=demo&units=metric,07/12/2025 00:20:11
C:\GitHub\MarkHazleton\sandbox\GarageSpark\Services\ApiService.cs,76,GetPostsAsync,"curl -H ""X-Correlation-ID: 46c01687-cd08-499b-baa8-845f43f99a72"" -H ""User-Agent: GarageSpark/1.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://jsonplaceholder.typicode.com/posts?_limit=5""",GET,https://jsonplaceholder.typicode.com/posts?_limit=5,07/12/2025 00:20:17
C:\GitHub\MarkHazleton\sandbox\GarageSpark\Services\ApiService.cs,76,GetPostsAsync,"curl -H ""X-Correlation-ID: 18bf52aa-a553-4761-b974-8157b9c6f02a"" -H ""User-Agent: GarageSpark/1.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://jsonplaceholder.typicode.com/posts?_limit=5""",GET,https://jsonplaceholder.typicode.com/posts?_limit=5,07/12/2025 00:20:19
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: 070a6e5f-6374-40ab-8d47-d673f46b7ac5"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 00:25:02
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: baa3d5fa-6dd6-4209-b2a5-1f5cd3ab93d8"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 13:29:30
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: 7fe2eb04-b8bc-47f0-975b-7ae47f0b5b0e"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 13:36:58
C:\GitHub\MarkHazleton\sandbox\GarageSpark\Services\ApiService.cs,36,GetWeatherAsync,"curl -H ""X-Correlation-ID: 78a0536e-2873-41c9-be43-c05e22c69c9c"" -H ""User-Agent: GarageSpark/1.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://api.openweathermap.org/data/2.5/weather?q=London&appid=demo&units=metric""",GET,https://api.openweathermap.org/data/2.5/weather?q=London&appid=demo&units=metric,07/12/2025 13:37:06
C:\GitHub\MarkHazleton\sandbox\GarageSpark\Services\ApiService.cs,36,GetWeatherAsync,"curl -H ""X-Correlation-ID: abe83f8e-5e35-4d5b-8985-9724aaf61b26"" -H ""User-Agent: GarageSpark/1.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://api.openweathermap.org/data/2.5/weather?q=London&appid=demo&units=metric""",GET,https://api.openweathermap.org/data/2.5/weather?q=London&appid=demo&units=metric,07/12/2025 13:37:09
C:\GitHub\MarkHazleton\sandbox\GarageSpark\Services\ApiService.cs,76,GetPostsAsync,"curl -H ""X-Correlation-ID: 947762f1-7c8b-410f-81f7-bac085e3fa93"" -H ""User-Agent: GarageSpark/1.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://jsonplaceholder.typicode.com/posts?_limit=5""",GET,https://jsonplaceholder.typicode.com/posts?_limit=5,07/12/2025 13:37:10
C:\GitHub\MarkHazleton\sandbox\GarageSpark\Services\ApiService.cs,76,GetPostsAsync,"curl -H ""X-Correlation-ID: cfa775f9-8efc-4379-b669-bf863354d430"" -H ""User-Agent: GarageSpark/1.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://jsonplaceholder.typicode.com/posts?_limit=5""",GET,https://jsonplaceholder.typicode.com/posts?_limit=5,07/12/2025 13:37:24
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: 536c9a4c-adbd-4ee3-ba07-88d436f94b15"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 14:34:32
C:\GitHub\MarkHazleton\sandbox\GarageSpark\Services\ApiService.cs,75,GetPostsAsync,"curl -H ""X-Correlation-ID: 7c61080f-dffd-41c9-8538-3e9a913292eb"" -H ""User-Agent: GarageSpark/1.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://jsonplaceholder.typicode.com/posts?_limit=5""",GET,https://jsonplaceholder.typicode.com/posts?_limit=5,07/12/2025 14:34:36
C:\GitHub\MarkHazleton\sandbox\GarageSpark\Services\ApiService.cs,35,GetWeatherAsync,"curl -H ""X-Correlation-ID: 67c37f46-5e24-4018-a71b-f55771252fac"" -H ""User-Agent: GarageSpark/1.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://api.openweathermap.org/data/2.5/weather?q=London&appid=demo&units=metric""",GET,https://api.openweathermap.org/data/2.5/weather?q=London&appid=demo&units=metric,07/12/2025 14:34:40
C:\GitHub\MarkHazleton\sandbox\GarageSpark\Services\ApiService.cs,75,GetPostsAsync,"curl -H ""X-Correlation-ID: 3302035c-2583-474c-9027-f669ea8a99ec"" -H ""User-Agent: GarageSpark/1.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://jsonplaceholder.typicode.com/posts?_limit=5""",GET,https://jsonplaceholder.typicode.com/posts?_limit=5,07/12/2025 14:35:00
C:\GitHub\MarkHazleton\sandbox\GarageSpark\Services\ApiService.cs,35,GetWeatherAsync,"curl -H ""X-Correlation-ID: 7a7110d8-a66c-4821-be95-e809c5bb4c14"" -H ""User-Agent: GarageSpark/1.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://api.openweathermap.org/data/2.5/weather?q=London&appid=demo&units=metric""",GET,https://api.openweathermap.org/data/2.5/weather?q=London&appid=demo&units=metric,07/12/2025 14:35:01
C:\GitHub\MarkHazleton\sandbox\GarageSpark\Services\ApiService.cs,35,GetWeatherAsync,"curl -H ""X-Correlation-ID: e62b0a1f-1afc-4625-9bf4-cee11632f54d"" -H ""User-Agent: GarageSpark/1.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://api.openweathermap.org/data/2.5/weather?q=London&appid=demo&units=metric""",GET,https://api.openweathermap.org/data/2.5/weather?q=London&appid=demo&units=metric,07/12/2025 14:35:03
C:\GitHub\MarkHazleton\sandbox\GarageSpark\Services\ApiService.cs,75,GetPostsAsync,"curl -H ""X-Correlation-ID: f011d79a-f60f-42cd-97c4-a5344add0eb3"" -H ""User-Agent: GarageSpark/1.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://jsonplaceholder.typicode.com/posts?_limit=5""",GET,https://jsonplaceholder.typicode.com/posts?_limit=5,07/12/2025 14:35:04
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: 51924cd3-3180-4d35-a692-d19f1eca522b"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 14:40:10
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: 1f206a99-a1e9-4bc7-84d3-307d2ca4e9d3"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 14:58:44
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: ebbc0ecb-231f-4c34-add5-645513b54d8f"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 18:51:11
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: 1addf050-e30c-4422-bd18-8165b778f283"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 19:00:26
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: 3ac521b1-67c8-4972-a325-8791bb0deea6"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 19:16:19
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: 6190221c-01f0-4c63-8f22-f9066c445bdb"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 19:20:55
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: ed8b33e3-3626-4f9d-8984-bad5072d78b1"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 19:36:44
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: 0af65736-221c-4bc4-855a-b7c02ba57a2f"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 19:44:33
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: f36598a3-c4a4-4fb3-9bb6-58a33c1aa112"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 20:02:58
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: fba13bc0-1b80-4e48-b756-17afa643a5ae"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 20:08:53
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: 0f9fc90e-184e-437a-84cd-71211258f4fc"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 20:16:18
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: d6f91e7e-18ad-4d1f-ad46-3219c9786880"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 20:19:56
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: c5a21592-d0de-45f7-b282-be61cbcc75d7"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 20:22:12
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: af08f87f-deb9-4ae7-bcb6-e57e8beed489"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 20:24:28
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: bbc36e8f-cae1-43c6-8367-a658bf7a4862"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 20:30:54
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: dd98f405-9203-4747-99ef-3778058de3f6"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 20:31:32
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: 8bdbfc95-c10e-4765-a535-0871e147b456"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 20:37:28
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: abb16cc9-e215-4cc9-829e-5c7bd7ed196e"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 20:39:13
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: c3cb0ef2-3b6a-4cf5-a958-da8afb9d774e"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 20:43:37
/home/runner/work/WebSpark.Bootswatch/WebSpark.Bootswatch/WebSpark.Bootswatch/Provider/BootswatchStyleProvider.cs,70,GetSiteStylesAsync,"curl -H ""X-Correlation-ID: c71697cc-4cfe-448c-931a-bf7af181d218"" -H ""User-Agent: Mozilla/5.0"" -H ""Accept: application/json"" -H ""Accept-Language: en-US"" ""https://bootswatch.com/api/5.json""",GET,https://bootswatch.com/api/5.json,07/12/2025 20:47:59
